urls,created_at,level1_count,level_2_3_valid,level2_count,level3_count
http://tkpo.st/3qU4cC1,2021-03-19 20:30:00+05:45,0,0,0,0
http://tkpo.st/3cIebVQ,2021-03-19 18:29:00+05:45,0,0,0,0
https://tkpo.st/3c2MPug,2021-03-19 16:15:11+05:45,1,1,0,0
http://tkpo.st/2Ql06Gx,2021-03-19 16:00:00+05:45,0,0,0,0
http://tkpo.st/3bY0eUp,2021-03-19 14:13:00+05:45,0,0,0,0
https://tkpo.st/3vHhB3G,2021-03-19 14:00:00+05:45,0,0,0,0
https://tkpo.st/3cPhvi4,2021-03-19 13:59:49+05:45,0,1,0,0
https://tkpo.st/3bYIusg,2021-03-19 13:46:53+05:45,0,0,0,0
https://tkpo.st/30VtO6P,2021-03-19 13:20:00+05:45,0,0,0,0
https://tkpo.st/3s1v7wP,2021-03-19 12:45:00+05:45,0,0,0,0
https://tkpo.st/3lBVvLt,2021-03-19 12:10:00+05:45,0,0,0,0
https://tkpo.st/38QPmWH,2021-03-19 11:35:00+05:45,0,0,0,0
https://tkpo.st/2Pb8mba,2021-03-19 11:20:00+05:45,0,0,0,0
https://tkpo.st/2OJZERy,2021-03-19 11:00:00+05:45,0,0,0,0
https://tkpo.st/3tqOfom,2021-03-19 10:25:00+05:45,0,1,1,0
https://tkpo.st/3bY0eUp,2021-03-19 09:50:00+05:45,0,0,0,0
https://tkpo.st/3tyARP1,2021-03-19 09:15:00+05:45,0,1,1,0
https://tkpo.st/3lC138L,2021-03-19 08:47:57+05:45,0,0,0,0
https://tkpo.st/3cIebVQ,2021-03-19 07:47:00+05:45,0,0,0,0
https://tkpo.st/2Ql06Gx,2021-03-19 07:27:00+05:45,0,0,0,0
https://tkpo.st/3qU4cC1,2021-03-18 18:32:10+05:45,0,0,0,0
https://tkpo.st/3vA8Ubr,2021-03-18 16:27:49+05:45,1,1,0,0
https://tkpo.st/3qSo20k,2021-03-18 15:30:55+05:45,0,0,0,0
https://tkpo.st/3eT7qDk,2021-03-18 15:11:57+05:45,0,0,0,0
https://tkpo.st/3r5c2sF,2021-03-18 14:10:00+05:45,0,0,0,0
https://tkpo.st/2NtG6QQ,2021-03-18 13:30:00+05:45,0,0,0,0
https://tkpo.st/3rYutjL,2021-03-18 12:50:00+05:45,0,0,0,0
https://tkpo.st/3rUoaOa,2021-03-18 12:35:00+05:45,0,0,0,0
https://tkpo.st/3lmZZpe,2021-03-18 12:10:00+05:45,0,0,0,0
https://tkpo.st/3r1oiKu,2021-03-18 11:30:00+05:45,0,0,0,0
https://tkpo.st/3qUQBdx,2021-03-18 10:55:00+05:45,0,0,0,0
https://tkpo.st/2P6H71t,2021-03-18 10:17:00+05:45,0,0,0,0
https://tkpo.st/3vDqr2o,2021-03-18 09:45:00+05:45,0,0,0,0
https://tkpo.st/3vC2SHc,2021-03-18 09:15:00+05:45,0,1,0,0
https://tkpo.st/30WkAY5,2021-03-18 08:42:00+05:45,1,1,1,0
https://tkpo.st/3lnPwKe,2021-03-18 08:15:00+05:45,0,0,0,0
https://tkpo.st/3lpaAQm,2021-03-18 07:47:00+05:45,0,0,0,0
https://tkpo.st/3vBcDp5,2021-03-18 07:27:00+05:45,0,0,0,0
https://tkpo.st/3tnK2Sm,2021-03-17 16:51:57+05:45,1,1,0,0
http://tkpo.st/3bUIs4M,2021-03-17 16:15:00+05:45,0,1,1,0
https://tkpo.st/3eM9X27,2021-03-17 14:55:00+05:45,0,0,0,0
https://tkpo.st/3tsXhBd,2021-03-17 14:30:00+05:45,0,1,0,0
https://tkpo.st/30Toz7A,2021-03-17 14:10:00+05:45,0,0,0,0
https://tkpo.st/3vzvtNk,2021-03-17 13:35:00+05:45,0,0,0,0
https://tkpo.st/3czTQSA,2021-03-17 13:05:00+05:45,0,0,0,0
https://tkpo.st/3qT3x3B,2021-03-17 12:54:23+05:45,0,0,0,0
https://tkpo.st/3rUYwJ7,2021-03-17 12:30:00+05:45,0,0,0,0
https://tkpo.st/30T4YEy,2021-03-17 11:55:00+05:45,0,0,0,0
https://tkpo.st/3eIrKY1,2021-03-17 11:25:00+05:45,1,1,0,0
https://tkpo.st/3eTsVDQ,2021-03-17 10:55:00+05:45,0,0,0,0
https://tkpo.st/3rTapzr,2021-03-17 10:20:00+05:45,0,0,0,0
https://tkpo.st/3twCuwR,2021-03-17 09:47:00+05:45,0,0,0,0
https://tkpo.st/3tlHRPl,2021-03-17 09:15:00+05:45,0,1,1,0
https://tkpo.st/2Np11EF,2021-03-17 08:40:00+05:45,0,1,1,0
https://tkpo.st/3bUIs4M,2021-03-17 08:00:00+05:45,0,1,1,0
https://tkpo.st/3qQuYLn,2021-03-17 07:37:49+05:45,0,0,0,0
https://tkpo.st/30LydJl,2021-03-16 19:44:27+05:45,0,0,0,0
http://tkpo.st/3tjPwO4,2021-03-16 18:15:00+05:45,0,0,0,0
https://tkpo.st/3rX76qQ,2021-03-16 17:18:39+05:45,1,1,0,0
https://tkpo.st/3lll82S,2021-03-16 17:01:55+05:45,0,1,1,0
https://tkpo.st/3lhlpUL,2021-03-16 15:00:00+05:45,0,0,0,0
https://tkpo.st/3rQnM3p,2021-03-16 14:30:00+05:45,0,0,0,0
https://tkpo.st/3eIFG45,2021-03-16 14:22:15+05:45,0,0,0,0
https://tkpo.st/3qSnIyw,2021-03-16 13:50:00+05:45,1,1,1,0
https://tkpo.st/3qOhqA3,2021-03-16 13:15:00+05:45,0,0,0,0
https://tkpo.st/3tmx1Zj,2021-03-16 12:40:00+05:45,0,0,0,0
https://tkpo.st/2OYbPK6,2021-03-16 12:35:35+05:45,0,1,1,0
https://tkpo.st/3lrqAlb,2021-03-16 12:05:00+05:45,0,0,0,0
https://tkpo.st/3cEkwld,2021-03-16 11:30:00+05:45,0,1,1,0
https://tkpo.st/30Jhhn0,2021-03-16 10:55:00+05:45,1,1,0,0
https://tkpo.st/3eI7RjW,2021-03-16 10:20:00+05:45,0,0,0,0
https://tkpo.st/3vo5XL2,2021-03-16 09:47:00+05:45,0,1,1,0
https://tkpo.st/30Lmpqu,2021-03-16 09:15:00+05:45,0,0,0,0
https://tkpo.st/3rOK5X4,2021-03-16 08:42:00+05:45,1,1,1,0
https://tkpo.st/3bO2Iok,2021-03-16 08:12:00+05:45,0,0,0,0
https://tkpo.st/3bOSYu7,2021-03-16 07:42:00+05:45,0,0,0,0
https://tkpo.st/3tjPwO4,2021-03-16 07:15:00+05:45,0,0,0,0
https://tkpo.st/3cxGI07,2021-03-15 21:10:33+05:45,0,0,0,0
https://tkpo.st/3qOWXem,2021-03-15 21:00:00+05:45,0,0,0,0
https://tkpo.st/2ORvY4O,2021-03-15 17:30:00+05:45,0,1,1,0
https://tkpo.st/3bLAwCA,2021-03-15 16:49:00+05:45,0,0,0,0
https://tkpo.st/3czft5o,2021-03-15 16:40:00+05:45,1,1,0,0
https://tkpo.st/3rQ1puC,2021-03-15 16:01:17+05:45,0,0,0,0
https://tkpo.st/3bNkND7,2021-03-15 14:10:00+05:45,0,0,0,0
https://tkpo.st/3cygISw,2021-03-15 13:52:32+05:45,0,1,1,0
https://tkpo.st/3qPU50S,2021-03-15 13:45:00+05:45,0,0,0,0
https://tkpo.st/3cLx4Yb,2021-03-15 13:05:20+05:45,0,1,1,0
https://tkpo.st/2ONlG5A,2021-03-15 13:00:00+05:45,0,0,0,0
http://tkpo.st/3qOWXem,2021-03-15 12:42:00+05:45,0,0,0,0
https://tkpo.st/3bIZjak,2021-03-15 12:00:00+05:45,0,1,1,0
https://tkpo.st/2ONV1pf,2021-03-15 11:08:29+05:45,0,0,0,0
https://tkpo.st/30Esllk,2021-03-15 10:20:00+05:45,0,0,0,0
https://tkpo.st/3tf7MIk,2021-03-15 09:39:00+05:45,0,0,0,0
https://tkpo.st/3twNMkP,2021-03-15 09:32:46+05:45,0,0,0,0
https://tkpo.st/38BJXTf,2021-03-15 08:30:00+05:45,1,1,1,0
https://tkpo.st/38EdAmS,2021-03-15 08:05:59+05:45,0,0,0,0
https://tkpo.st/3ldezj2,2021-03-15 07:52:53+05:45,0,0,0,0
https://tkpo.st/3lkzh0j,2021-03-15 07:42:41+05:45,0,0,0,0
https://tkpo.st/3vh81Ey,2021-03-15 07:34:39+05:45,0,1,1,0
http://tkpo.st/38CjCod,2021-03-15 06:30:00+05:45,0,1,0,0
http://tkpo.st/3csuYw7,2021-03-15 05:20:00+05:45,0,0,0,0
http://tkpo.st/2OsBPxv,2021-03-15 03:30:00+05:45,0,0,0,0
http://tkpo.st/3vtAJCv,2021-03-15 01:20:00+05:45,0,0,0,0
